epoch,learning_rate,train_loss,train_accuracy,valid_loss,valid_accuracy,epoch_seconds,elapsed_seconds
1,0.001,4.3181586665683325,0.0976111111111111,3.981258809661865,0.1385,83.00156108301599,83.00156108301599
2,0.001,3.489544369167752,0.20932222222222222,3.5335298290252686,0.2157,94.71039283298887,177.71195391600486
3,0.001,3.0951934816148547,0.27842222222222224,3.115922713470459,0.2844,92.81255537492689,270.52450929093175
4,0.001,2.807076350148519,0.33205555555555555,3.0902702056884768,0.2906,92.83904824999627,363.363557540928
5,0.001,2.539659442308214,0.38376666666666664,2.841246250152588,0.3358,91.83814408397302,455.20170162490103
6,0.001,2.2970433726416695,0.4328888888888889,2.8486990226745608,0.345,92.22716958296951,547.4288712078705
7,0.001,2.05121472430759,0.4823777777777778,2.7505545066833497,0.3653,91.95082433393691,639.3796955418075
8,0.001,1.8024566421932644,0.5357666666666666,2.8555183906555177,0.3536,92.1126360000344,731.4923315418418
9,0.001,1.5359347408718533,0.5952777777777778,2.843242752456665,0.3746,91.99768987495918,823.490021416801
10,0.001,1.2689507860819498,0.6588777777777778,3.0803319213867186,0.3602,91.74393050000072,915.2339519168017
11,0.001,1.0188535017649332,0.7196666666666667,3.265496500778198,0.3531,92.4935807089787,1007.7275326257804
12,0.001,0.7806394551171196,0.7810222222222222,3.435137543106079,0.36,91.97877433302347,1099.706306958804
13,0.001,0.6046448426564535,0.8272555555555555,3.6025163116455077,0.3566,91.04571504110936,1190.7520219999133
14,0.0005,0.2648427655114068,0.9314777777777777,3.5205885944366453,0.3794,92.16443850006908,1282.9164604999823
15,0.0005,0.14641953614552816,0.9668444444444444,3.747214376831055,0.3736,91.70650025003124,1374.6229607500136
16,0.0005,0.10792076068984138,0.9757888888888889,3.9230328189849852,0.3787,91.4293999579968,1466.0523607080104
17,0.0005,0.08826436745325725,0.9803,4.17672518157959,0.37,91.6333109580446,1557.685671666055
18,0.0005,0.0989642757124371,0.9749777777777778,4.281303214263916,0.3725,91.87684879195876,1649.5625204580138
19,0.00025,0.04155492131974962,0.9916777777777778,4.209469341278076,0.3839,91.6773527089972,1741.239873167011
20,0.00025,0.024645887219905852,0.9960777777777777,4.2928217536926265,0.3835,91.76961704203859,1833.0094902090495
21,0.00025,0.015466466347376506,0.9983,4.375154682922363,0.3905,91.60214337497018,1924.6116335840197
22,0.00025,0.017951741404003567,0.9975888888888889,4.442634703063965,0.384,91.43232474999968,2016.0439583340194
23,0.00025,0.0231742242872715,0.9959444444444444,4.61620428314209,0.3766,92.70175304100849,2108.745711375028
24,0.00025,0.019587587302260928,0.9968888888888889,4.6212559494018555,0.3812,91.42143133294303,2200.167142707971
25,0.00025,0.016056530565354558,0.9976555555555555,4.7114371482849124,0.3821,91.4958537920611,2291.662996500032
26,0.000125,0.008249896868235535,0.9991,4.6739242630004885,0.3843,91.42019008297939,2383.0831865830114
27,0.000125,0.006193609988027149,0.9994222222222222,4.697805799865723,0.3892,91.08506820793264,2474.168254790944
28,0.000125,0.005107218988074196,0.9995333333333334,4.7273278793334965,0.3903,92.44420612498652,2566.6124609159306
29,0.000125,0.0047024838652875685,0.9996222222222222,4.7620676902770995,0.3936,91.35108858393505,2657.9635494998656
30,0.000125,0.005471987994511922,0.9994222222222222,4.8031311683654785,0.387,91.71655716595706,2749.6801066658227
31,0.000125,0.004984273642467128,0.9995222222222222,4.866525659179688,0.3875,91.1798018750269,2840.8599085408496
32,0.000125,0.0034449028671615653,0.9997444444444444,4.889617811584473,0.3888,91.31836987496354,2932.178278415813
33,0.000125,0.004805796619421906,0.9995,4.964629827880859,0.3865,92.65368341607973,3024.831961831893
34,6.25e-05,0.0028624976075357863,0.9997444444444444,4.9232408172607425,0.3893,91.44755691697355,3116.2795187488664
35,6.25e-05,0.0022440078851249483,0.9997111111111111,4.950949833679199,0.3909,93.13620933401398,3209.4157280828804
36,6.25e-05,0.0022435476665695507,0.9997555555555555,4.948528450012207,0.3907,94.51961104094516,3303.9353391238255
37,6.25e-05,0.0020289795784486663,0.9997666666666667,4.9677090835571285,0.3912,92.3841609590454,3396.319500082871
