epoch,learning_rate,train_loss,train_accuracy,valid_loss,valid_accuracy,epoch_seconds,elapsed_seconds
1,0.001,4.637876799011231,0.0574,4.166168817138672,0.1215,140.4541823330801,140.4541823330801
2,0.001,3.7024885743882923,0.17417777777777776,3.595416879272461,0.2049,146.7985714999959,287.252753833076
3,0.001,3.260913384162055,0.24962222222222222,3.349399151611328,0.2425,146.53827720903791,433.7910310421139
4,0.001,2.9722777855343288,0.3042666666666667,3.178401949310303,0.2862,145.4570024589775,579.2480335010914
5,0.001,2.666107246907552,0.3616111111111111,3.011709351348877,0.3184,145.25379025004804,724.5018237511395
6,0.001,2.4187969568040635,0.4087,2.976232675933838,0.3301,145.4734381249873,869.9752618761268
7,0.001,2.1719718313429093,0.46015555555555554,2.770520927429199,0.3668,145.02589620801155,1015.0011580841383
8,0.001,1.9181535508049858,0.5131111111111111,2.8221660743713377,0.3641,145.5589787909994,1160.5601368751377
9,0.001,1.6712911062028672,0.5663,3.088222826385498,0.362,144.09678466594778,1304.6569215410855
10,0.001,1.399191200235155,0.6286333333333334,3.4867951873779295,0.3497,150.81253062502947,1455.469452166115
11,0.001,1.1391967079374525,0.6905111111111111,3.4158770401000975,0.3529,147.86802691593766,1603.3374790820526
12,0.0005,0.631461483722263,0.8282555555555555,3.514255291366577,0.3828,144.0980129580712,1747.4354920401238
13,0.0005,0.40821368980407713,0.8899222222222222,4.45667102355957,0.3383,144.67876979208086,1892.1142618322046
14,0.0005,0.39069805874294705,0.8906888888888889,3.8744669052124023,0.3774,144.57744433300104,2036.6917061652057
15,0.0005,0.22119343249003093,0.9402,4.248323007202148,0.3781,144.11715974996332,2180.808865915169
16,0.0005,0.17970797129737007,0.9506888888888889,4.777131283569336,0.3448,145.24407274997793,2326.052938665147
17,0.00025,0.10771110910574595,0.9719222222222222,4.418344638824463,0.3815,143.77585820900276,2469.8287968741497
18,0.00025,0.06039082058270772,0.9866888888888888,4.562820500946045,0.3818,143.9986198330298,2613.8274167071795
19,0.00025,0.0564824918323093,0.9875888888888888,4.561788567352295,0.3858,146.06540966709144,2759.892826374271
20,0.00025,0.050278032177024416,0.9888222222222223,4.660386930084228,0.3844,145.78745320800226,2905.680279582273
21,0.00025,0.04190555927024947,0.9906888888888888,4.772538949584961,0.3812,143.66848008299712,3049.3487596652703
22,0.00025,0.03991424927049213,0.9913111111111111,4.8608304862976075,0.381,144.3361174579477,3193.684877123218
23,0.00025,0.04081836909982893,0.9904333333333334,5.092107424163818,0.3781,148.11146345897578,3341.796340582194
24,0.000125,0.026809189816978243,0.9942777777777778,4.904127841186523,0.3828,144.09851004206575,3485.8948506242596
25,0.000125,0.017735782368315592,0.9963666666666666,4.910802256774902,0.3843,149.97003566706553,3635.864886291325
26,0.000125,0.016216670660177866,0.9964555555555555,4.971568418884277,0.3849,144.11531733395532,3779.9802036252804
27,0.000125,0.01734890943798754,0.9965,5.016783645629883,0.3846,144.45061087503564,3924.430814500316
