epoch,learning_rate,train_loss,train_accuracy,valid_loss,valid_accuracy,epoch_seconds,elapsed_seconds
1,0.001,1.395956285985311,0.4912888888888889,1.515616904449463,0.5056,62.992422958952375,62.992422958952375
2,0.001,0.9538733760939704,0.6659333333333334,1.1599594202041625,0.6182,81.224360250053,144.21678320900537
3,0.001,0.76006678759257,0.7377555555555556,0.9870890296936036,0.6788,79.25225487502757,223.46903808403295
4,0.001,0.6344146647135417,0.7806888888888889,0.8794573040008545,0.7056,79.68342070898507,303.152458793018
5,0.001,0.5514719248400795,0.8102222222222222,0.5864918966770172,0.7972,79.71455970802344,382.86701850104146
6,0.001,0.4773464237001207,0.8359555555555556,0.6406362537384033,0.7832,78.83411558298394,461.7011340840254
7,0.001,0.4170552880075243,0.8564222222222222,0.6198135661125184,0.7968,78.10000125004444,539.8011353340698
8,0.001,0.37015815971162586,0.8727555555555555,0.5341642142295837,0.8206,77.81282925000414,617.613964584074
9,0.001,0.32035733160442775,0.8887111111111111,0.5694783971786499,0.8134,78.90790766698774,696.5218722510617
10,0.001,0.2872413471486833,0.9030222222222222,0.730444086265564,0.7746,77.63832908298355,774.1602013340453
11,0.001,0.24423172851668465,0.9157333333333333,0.6074971217155457,0.8102,73.87802800000645,848.0382293340517
12,0.001,0.21944568546613058,0.9248888888888889,0.5573780389785766,0.8336,72.29868466698099,920.3369140010327
13,0.001,0.1919267075803545,0.9344666666666667,0.5283725751876831,0.8418,73.64946087507997,993.9863748761127
14,0.001,0.1691399619234933,0.9408666666666666,0.5735867025375366,0.8364,74.30571549991146,1068.2920903760241
15,0.001,0.14916944216489791,0.9493333333333334,0.5634705768585205,0.8338,73.7727538329782,1142.0648442090023
16,0.001,0.12572453594737582,0.9562222222222222,0.5977727259635925,0.8382,72.83908866695128,1214.9039328759536
17,0.001,0.11695317204263475,0.9594666666666667,0.6177512508630753,0.8404,72.4010518330615,1287.3049847090151
18,0.0005,0.055676910766628056,0.9820888888888889,0.5585657147854567,0.8622,73.1946515829768,1360.499636291992
19,0.0005,0.027376416369279226,0.9912444444444445,0.6197960246920585,0.8592,77.63207545795012,1438.131711749942
20,0.0005,0.024018217561973466,0.9922666666666666,0.6846016033768654,0.8562,73.0701238749316,1511.2018356248736
21,0.0005,0.02858882830043634,0.9901555555555556,0.6768010807037353,0.8564,72.29660804197192,1583.4984436668456
22,0.0005,0.02833994751920303,0.9900222222222222,0.687266127872467,0.861,72.29663479200099,1655.7950784588465
23,0.00025,0.012439456016694507,0.9958666666666667,0.6604163988113403,0.8644,73.12104595801793,1728.9161244168645
24,0.00025,0.006216079869286881,0.9982666666666666,0.6958527031421662,0.8704,72.55306079203729,1801.4691852089018
25,0.00025,0.005067795589773191,0.9983333333333333,0.7041687498092651,0.8662,72.84655145800207,1874.3157366669038
26,0.00025,0.004255708908103406,0.9988444444444444,0.7801588315963746,0.8602,72.66839970799629,1946.9841363749001
27,0.00025,0.005754997758815686,0.9983555555555556,0.7893279020309448,0.8606,72.2555080410093,2019.2396444159094
28,0.00025,0.008933960154404242,0.9971111111111111,0.7949701095581054,0.861,73.28079225006513,2092.5204366659746
29,0.000125,0.003803337539000333,0.9990222222222223,0.7685414371490479,0.8684,74.17269233404659,2166.693129000021
30,0.000125,0.001731846245388604,0.9995333333333334,0.7754461718559265,0.8708,72.95181641704403,2239.644945417065
31,0.000125,0.0008817803109064698,0.9997111111111111,0.8107784368038178,0.8718,72.5372523330152,2312.1821977500804
32,0.000125,0.0004970927286582689,0.9999333333333333,0.8383000432491302,0.8734,74.26190200005658,2386.444099750137
33,0.000125,0.0015312477811860541,0.9994888888888889,0.859061248588562,0.8694,75.18282920902129,2461.6269289591582
34,0.000125,0.0020104587396399844,0.9993111111111111,0.8564178412437439,0.8688,72.80908812501002,2534.4360170841683
35,0.000125,0.002108689727075398,0.9994,0.843377647781372,0.8684,72.92473016597796,2607.3607472501462
36,0.000125,0.0018373230465636072,0.9994666666666666,0.9034319581985474,0.8692,73.47417699999642,2680.8349242501426
37,6.25e-05,0.0011171181712015014,0.9997111111111111,0.8923969398498535,0.871,73.76411887502763,2754.5990431251703
38,6.25e-05,0.0002758124389310574,1.0,0.9400000841140747,0.874,72.71578629105352,2827.314829416224
39,6.25e-05,0.000365126500078865,0.9999333333333333,0.9236090195655823,0.8752,73.18051537498832,2900.495344791212
40,6.25e-05,0.0003006031242690773,0.9999555555555556,0.9441946459770203,0.8748,72.73349112493452,2973.2288359161466
