epoch,learning_rate,train_loss,train_accuracy,valid_loss,valid_accuracy,epoch_seconds,elapsed_seconds
1,0.001,1.3026480463451808,0.5275555555555556,1.0069172737121581,0.6456,45.17102733300999,45.17102733300999
2,0.001,0.8738534672631157,0.6917555555555556,0.8027271142959594,0.7188,44.98754262505099,90.15856995806098
3,0.001,0.700516868548923,0.7577333333333334,0.702327522277832,0.7514,51.93161870900076,142.09018866706174
4,0.001,0.5785934160815345,0.7987555555555556,0.7299108580589294,0.755,50.419478666968644,192.50966733403038
5,0.001,0.4988007554901971,0.8267777777777777,0.678491989326477,0.7652,49.622104292036965,242.13177162606735
6,0.001,0.43149139228926764,0.8512222222222222,0.6536866037368775,0.7854,48.672300082980655,290.804071709048
7,0.001,0.3739089372634888,0.8688888888888889,0.5497652571201325,0.8134,49.05270208395086,339.85677379299887
8,0.001,0.3242880673117108,0.8891333333333333,0.6192592048645019,0.799,49.620514624984935,389.4772884179838
9,0.001,0.27810753446155123,0.9027555555555555,0.5706199724197387,0.8202,49.53811420802958,439.0154026260134
10,0.001,0.2351042347325219,0.9184,0.5910292104721069,0.8206,48.48433816700708,487.49974079302046
11,0.001,0.2102831204361386,0.9280666666666667,0.6963091798782348,0.798,48.891393000027165,536.3911337930476
12,0.001,0.1785713346057468,0.9382222222222222,0.5654436026573181,0.8378,50.59604133304674,586.9871751260944
13,0.001,0.158252179590861,0.9458222222222222,0.6360656388282776,0.8216,52.47990233404562,639.46707746014
14,0.001,0.13316664828194513,0.9542666666666667,0.6677529356002808,0.822,48.886250124895014,688.353327585035
15,0.001,0.119006764849027,0.9585111111111111,0.6881924547195435,0.8272,49.26273695798591,737.6160645430209
16,0.001,0.10597829413943821,0.9634222222222222,0.6696708297729492,0.8284,46.70991299999878,784.3259775430197
17,0.0005,0.04415559366808997,0.9855555555555555,0.5951680442810059,0.8532,45.780716750072315,830.106694293092
18,0.0005,0.0254675954963598,0.9923333333333333,0.6510912954330444,0.8522,46.02634554204997,876.133039835142
19,0.0005,0.019830030503372353,0.9939555555555556,0.71621457157135,0.851,46.0764112919569,922.2094511270989
20,0.0005,0.0231950618174341,0.9922666666666666,0.7566385824203491,0.845,45.53003875003196,967.7394898771308
21,0.0005,0.023467535324229134,0.9918444444444444,0.7784754283905029,0.8458,46.0813325420022,1013.820822419133
22,0.00025,0.012739192606839868,0.9958888888888889,0.7286221715927124,0.8548,46.95030641602352,1060.7711288351566
23,0.00025,0.005882059258388149,0.9985555555555555,0.7408052942276001,0.8576,45.80212091607973,1106.5732497512363
24,0.00025,0.0033389678635944923,0.9992444444444445,0.7725629096984863,0.854,45.86991324997507,1152.4431630012114
25,0.00025,0.003544764405137135,0.9991333333333333,0.7941148862838745,0.8572,45.60069220897276,1198.0438552101841
26,0.00025,0.006812827498300208,0.9976666666666667,0.8175738805770874,0.8532,45.914396290900186,1243.9582515010843
27,0.00025,0.008018686390088663,0.9972888888888889,0.8673015417098999,0.856,45.50090695801191,1289.4591584590962
28,0.000125,0.0030988039604491657,0.9991333333333333,0.8056684232711792,0.8606,45.420994083047844,1334.880152542144
29,0.000125,0.0013216254488254587,0.9997555555555555,0.7999347192764282,0.8616,45.58665195899084,1380.466804501135
30,0.000125,0.0009743204728234559,0.9998222222222222,0.811862060546875,0.8636,45.1101399170002,1425.576944418135
31,0.000125,0.0006218730237076266,0.9998888888888889,0.827813670539856,0.8606,45.9943244169699,1471.571268835105
32,0.000125,0.0005221294518974092,0.9999333333333333,0.8381250692367553,0.8606,46.54661575006321,1518.1178845851682
33,0.000125,0.0006651984900080909,0.9999111111111111,0.8758193044662476,0.8582,63.65371970902197,1581.7716042941902
34,0.000125,0.0004220116742886603,0.9999555555555556,0.8646015266418458,0.8604,55.214197875000536,1636.9858021691907
35,6.25e-05,0.00029383784047224456,0.9999777777777777,0.8627008840560914,0.8622,46.07880483393092,1683.0646070031216
36,6.25e-05,0.0002467486316157091,0.9999777777777777,0.8722927433013916,0.862,46.310015541967005,1729.3746225450886
37,6.25e-05,0.0002371739144359405,0.9999555555555556,0.8782901863098145,0.863,46.271809040918015,1775.6464315860067
38,6.25e-05,0.0001669211379834451,1.0,0.9007152627944947,0.8608,46.391961958957836,1822.0383935449645
